Left,Right,Date
High Point Panthers,Charleston Southern Buccaneers,2/18/2017
Winthrop Eagles,Charleston Southern Buccaneers,2/23/2017
Longwood Lancers,Charleston Southern Buccaneers,2/25/2017
Longwood Lancers,Charleston Southern Buccaneers,2/28/2017
Winthrop Eagles,Charleston Southern Buccaneers,3/2/2017
Hiwassee,Chattanooga Mocs,11/16/2016
Kennesaw State Owls,Chattanooga Mocs,11/26/2016
Coastal Carolina Chanticleers,Chattanooga Mocs,11/29/2016
Louisiana-Monroe Warhawks,Chattanooga Mocs,12/3/2016
Tenn. Wesleyan,Chattanooga Mocs,12/14/2016
Jacksonville State Gamecocks,Chattanooga Mocs,12/21/2016
Western Carolina Catamounts,Chattanooga Mocs,12/31/2016
UNCG Spartans,Chattanooga Mocs,1/2/2017
Wofford Terriers,Chattanooga Mocs,1/5/2017
Furman Paladins,Chattanooga Mocs,1/7/2017
Citadel Bulldogs,Chattanooga Mocs,1/11/2017
Mercer Bears,Chattanooga Mocs,1/14/2017
Samford Bulldogs,Chattanooga Mocs,1/21/2017
VMI Keydets,Chattanooga Mocs,1/25/2017
East Tennessee State Buccaneers,Chattanooga Mocs,1/28/2017
UNCG Spartans,Chattanooga Mocs,2/2/2017
Western Carolina Catamounts,Chattanooga Mocs,2/4/2017
Furman Paladins,Chattanooga Mocs,2/9/2017
Wofford Terriers,Chattanooga Mocs,2/11/2017
VMI Keydets,Chattanooga Mocs,2/15/2017
East Tennessee State Buccaneers,Chattanooga Mocs,2/18/2017
Samford Bulldogs,Chattanooga Mocs,2/22/2017
Mercer Bears,Chattanooga Mocs,2/25/2017
Citadel Bulldogs,Chattanooga Mocs,2/27/2017
Wofford Terriers,Chattanooga Mocs,3/4/2017
IIT,Chicago State Cougars,11/12/2016
Oakland Golden Grizzlies,Chicago State Cougars,11/19/2016
East-West U.,Chicago State Cougars,11/22/2016
UIC Flames,Chicago State Cougars,11/30/2016
Western Illinois Leathernecks,Chicago State Cougars,12/3/2016
Saint Louis Billikens,Chicago State Cougars,12/11/2016
Missouri State Bears,Chicago State Cougars,12/19/2016
Southeast Missouri State Redhawks,Chicago State Cougars,12/22/2016
Troy Trojans,Chicago State Cougars,12/23/2016
Valparaiso Crusaders,Chicago State Cougars,12/28/2016
Texas-Rio Grande Valley Vaqueros,Chicago State Cougars,1/5/2017
New Mexico State Aggies,Chicago State Cougars,1/7/2017
Utah Valley Wolverines,Chicago State Cougars,1/12/2017
Seattle Redhawks,Chicago State Cougars,1/14/2017
Roosevelt,Chicago State Cougars,1/18/2017
Texas-Rio Grande Valley Vaqueros,Chicago State Cougars,1/21/2017
Grand Canyon Antelopes,Chicago State Cougars,1/28/2017
New Mexico State Aggies,Chicago State Cougars,2/4/2017
Seattle Redhawks,Chicago State Cougars,2/9/2017
Utah Valley Wolverines,Chicago State Cougars,2/11/2017
UMKC Kangaroos,Chicago State Cougars,2/18/2017
Grand Canyon Antelopes,Chicago State Cougars,2/23/2017
UMKC Kangaroos,Chicago State Cougars,3/4/2017
New Mexico State Aggies,Chicago State Cougars,3/9/2017
Kent State Golden Flashes,Cleveland State Vikings,11/12/2016
UT Martin Skyhawks,Cleveland State Vikings,11/18/2016
Duquesne Dukes,Cleveland State Vikings,11/27/2016
Western Michigan Broncos,Cleveland State Vikings,12/7/2016
Ohio Bobcats,Cleveland State Vikings,12/17/2016
Lake Erie,Cleveland State Vikings,12/19/2016
Green Bay Phoenix,Cleveland State Vikings,12/29/2016
Milwaukee Panthers,Cleveland State Vikings,12/31/2016
Wright State Raiders,Cleveland State Vikings,1/5/2017
Northern Kentucky Norse,Cleveland State Vikings,1/7/2017
UIC Flames,Cleveland State Vikings,1/12/2017
Valparaiso Crusaders,Cleveland State Vikings,1/14/2017
Oakland Golden Grizzlies,Cleveland State Vikings,1/16/2017
Milwaukee Panthers,Cleveland State Vikings,1/20/2017
Green Bay Phoenix,Cleveland State Vikings,1/23/2017
Youngstown State Penguins,Cleveland State Vikings,1/28/2017
Detroit Titans,Cleveland State Vikings,2/2/2017
Oakland Golden Grizzlies,Cleveland State Vikings,2/4/2017
Valparaiso Crusaders,Cleveland State Vikings,2/9/2017
UIC Flames,Cleveland State Vikings,2/11/2017
Northern Kentucky Norse,Cleveland State Vikings,2/16/2017
Wright State Raiders,Cleveland State Vikings,2/18/2017
Detroit Titans,Cleveland State Vikings,2/21/2017
Youngstown State Penguins,Cleveland State Vikings,2/25/2017
Youngstown State Penguins,Cleveland State Vikings,3/3/2017
Charleston Cougars,Coastal Carolina Chanticleers,11/14/2016
Coppin State Eagles,Coastal Carolina Chanticleers,11/16/2016
Southern Utah Thunderbirds,Coastal Carolina Chanticleers,11/21/2016
Methodist,Coastal Carolina Chanticleers,11/30/2016
UNC Asheville Bulldogs,Coastal Carolina Chanticleers,12/3/2016
Piedmont Int'l,Coastal Carolina Chanticleers,12/5/2016
North Carolina Central Eagles,Coastal Carolina Chanticleers,12/10/2016
Wofford Terriers,Coastal Carolina Chanticleers,12/19/2016
UT Arlington Mavericks,Coastal Carolina Chanticleers,12/31/2016
Texas State Bobcats,Coastal Carolina Chanticleers,1/2/2017
Little Rock Trojans,Coastal Carolina Chanticleers,1/9/2017
Georgia State Panthers,Coastal Carolina Chanticleers,1/21/2017
Georgia Southern Eagles,Coastal Carolina Chanticleers,1/23/2017
Texas State Bobcats,Coastal Carolina Chanticleers,1/28/2017
UT Arlington Mavericks,Coastal Carolina Chanticleers,1/30/2017
Little Rock Trojans,Coastal Carolina Chanticleers,2/4/2017
Georgia Southern Eagles,Coastal Carolina Chanticleers,2/11/2017
Georgia State Panthers,Coastal Carolina Chanticleers,2/13/2017
Troy Trojans,Coastal Carolina Chanticleers,2/18/2017
South Alabama Jaguars,Coastal Carolina Chanticleers,2/20/2017
Louisiana Ragin' Cajuns,Coastal Carolina Chanticleers,2/25/2017
Louisiana-Monroe Warhawks,Coastal Carolina Chanticleers,2/27/2017
South Alabama Jaguars,Coastal Carolina Chanticleers,3/8/2017
UT Arlington Mavericks,Coastal Carolina Chanticleers,3/10/2017
Citadel Bulldogs,Charleston Cougars,11/11/2016
USC Upstate Spartans,Charleston Cougars,11/27/2016
Navy Midshipmen,Charleston Cougars,12/1/2016
Davidson Wildcats,Charleston Cougars,12/4/2016
"Anderson (SC) @ N.Charleston Coliseum - Charleston, S.C.",Charleston Cougars,12/11/2016
Western Carolina Catamounts,Charleston Cougars,12/22/2016
Elon Phoenix,Charleston Cougars,12/31/2016
Delaware Fightin' Blue Hens,Charleston Cougars,1/2/2017
Towson Tigers,Charleston Cougars,1/5/2017
Hofstra Pride,Charleston Cougars,1/7/2017
James Madison Dukes,Charleston Cougars,1/12/2017
William & Mary Tribe,Charleston Cougars,1/14/2017
UNCW Seahawks,Charleston Cougars,1/19/2017
James Madison Dukes,Charleston Cougars,1/21/2017
Towson Tigers,Charleston Cougars,1/26/2017
Drexel Dragons,Charleston Cougars,1/28/2017
UNCW Seahawks,Charleston Cougars,2/2/2017
Elon Phoenix,Charleston Cougars,2/4/2017
Northeastern Huskies,Charleston Cougars,2/9/2017
William & Mary Tribe,Charleston Cougars,2/11/2017
Hofstra Pride,Charleston Cougars,2/16/2017
Northeastern Huskies,Charleston Cougars,2/18/2017
Delaware Fightin' Blue Hens,Charleston Cougars,2/23/2017
Drexel Dragons,Charleston Cougars,2/25/2017
James Madison Dukes,Charleston Cougars,3/4/2017
Towson Tigers,Charleston Cougars,3/5/2017
UNCW Seahawks,Charleston Cougars,3/6/2017
Cornell Big Red,Colgate Raiders,11/16/2016
NJIT Highlanders,Colgate Raiders,11/19/2016
Columbia Lions,Colgate Raiders,11/26/2016
Union (NY),Colgate Raiders,11/29/2016
Citadel Bulldogs,Colgate Raiders,12/2/2016
USC Upstate Spartans,Colgate Raiders,12/4/2016
Duquesne Dukes,Colgate Raiders,12/22/2016
Lafayette Leopards,Colgate Raiders,12/30/2016
Holy Cross Crusaders,Colgate Raiders,1/5/2017
Navy Midshipmen,Colgate Raiders,1/8/2017
Loyola Maryland Greyhounds,Colgate Raiders,1/21/2017
Lehigh Mountain Hawks,Colgate Raiders,1/25/2017
Holy Cross Crusaders,Colgate Raiders,2/1/2017
Navy Midshipmen,Colgate Raiders,2/4/2017
Loyola Maryland Greyhounds,Colgate Raiders,2/19/2017
Lehigh Mountain Hawks,Colgate Raiders,2/22/2017
Lafayette Leopards,Colgate Raiders,2/25/2017
Lehigh Mountain Hawks,Colgate Raiders,3/2/2017
New Mexico State Aggies,Colorado State Rams,11/13/2016
Fort Lewis,Colorado State Rams,11/16/2016
Maryland Eastern Shore Hawks,Colorado State Rams,11/23/2016
Southeastern Louisiana Lions,Colorado State Rams,11/25/2016
Wichita State Shockers,Colorado State Rams,12/3/2016
Ark.-Fort Smith,Colorado State Rams,12/6/2016
Northern Colorado Bears,Colorado State Rams,12/10/2016
Loyola Marymount Lions,Colorado State Rams,12/19/2016
Long Beach State 49ers,Colorado State Rams,12/22/2016
UNLV Runnin' Rebels,Colorado State Rams,12/28/2016
San Jose State Spartans,Colorado State Rams,1/4/2017
New Mexico Lobos,Colorado State Rams,1/14/2017
Fresno State Bulldogs,Colorado State Rams,1/18/2017
Utah State Aggies,Colorado State Rams,1/21/2017
San Jose State Spartans,Colorado State Rams,1/25/2017
San Diego State Aztecs,Colorado State Rams,1/28/2017
UNLV Runnin' Rebels,Colorado State Rams,2/4/2017
Utah State Aggies,Colorado State Rams,2/7/2017
Fresno State Bulldogs,Colorado State Rams,2/11/2017
Wyoming Cowboys,Colorado State Rams,2/14/2017
New Mexico Lobos,Colorado State Rams,2/21/2017
San Diego State Aztecs,Colorado State Rams,2/25/2017
Wyoming Cowboys,Colorado State Rams,2/28/2017
Nevada Wolf Pack,Colorado State Rams,3/4/2017
San Diego State Aztecs,Colorado State Rams,3/10/2017
Nevada Wolf Pack,Colorado State Rams,3/11/2017
Stony Brook Seawolves,Columbia Lions,11/11/2016
Saint Joseph's Hawks,Columbia Lions,11/14/2016
Quinnipiac Bobcats,Columbia Lions,11/21/2016
Hofstra Pride,Columbia Lions,11/29/2016
Navy Midshipmen,Columbia Lions,12/9/2016
Manhattanville,Columbia Lions,12/11/2016
Maine Black Bears,Columbia Lions,1/2/2017
Howard Bison,Columbia Lions,1/7/2017
Cornell Big Red,Columbia Lions,1/14/2017
Cornell Big Red,Columbia Lions,1/21/2017
Dartmouth Big Green,Columbia Lions,1/27/2017
Harvard Crimson,Columbia Lions,1/28/2017
Yale Bulldogs,Columbia Lions,2/3/2017
Penn Quakers,Columbia Lions,2/10/2017
Princeton Tigers,Columbia Lions,2/11/2017
Harvard Crimson,Columbia Lions,2/17/2017
Dartmouth Big Green,Columbia Lions,2/18/2017
Princeton Tigers,Columbia Lions,2/24/2017
Penn Quakers,Columbia Lions,2/25/2017
Yale Bulldogs,Columbia Lions,3/4/2017
Hofstra Pride,Coppin State Eagles,11/11/2016
Valparaiso Crusaders,Coppin State Eagles,11/14/2016
Grand Canyon Antelopes,Coppin State Eagles,11/25/2016
Chestnut Hill,Coppin State Eagles,11/28/2016
Goldey-Beacom,Coppin State Eagles,12/15/2016
Louisiana-Monroe Warhawks,Coppin State Eagles,12/20/2016
Mount St. Mary's Mountaineers,Coppin State Eagles,12/22/2016
South Carolina State Bulldogs,Coppin State Eagles,1/4/2017
Florida A&M Rattlers,Coppin State Eagles,1/7/2017
North Carolina A&T Aggies,Coppin State Eagles,1/14/2017
Howard Bison,Coppin State Eagles,1/16/2017
Norfolk State Spartans,Coppin State Eagles,1/23/2017
Morgan State Bears,Coppin State Eagles,1/28/2017
Hampton Pirates,Coppin State Eagles,1/30/2017
Maryland Eastern Shore Hawks,Coppin State Eagles,2/4/2017
North Carolina Central Eagles,Coppin State Eagles,2/6/2017
Delaware State Hornets,Coppin State Eagles,2/13/2017
South Carolina State Bulldogs,Coppin State Eagles,2/18/2017
Savannah State Tigers,Coppin State Eagles,2/20/2017
Morgan State Bears,Coppin State Eagles,2/27/2017
Hampton Pirates,Coppin State Eagles,3/2/2017
Howard Bison,Coppin State Eagles,3/6/2017
Siena Saints,Cornell Big Red,11/13/2016
Lafayette Leopards,Cornell Big Red,11/20/2016
Monmouth Hawks,Cornell Big Red,11/22/2016
Northeastern Huskies,Cornell Big Red,11/30/2016
Wyoming Cowboys,Cornell Big Red,12/17/2016
Troy Trojans,Cornell Big Red,12/22/2016
Southeast Missouri State Redhawks,Cornell Big Red,12/23/2016
Massachusetts-Lowell River Hawks,Cornell Big Red,12/29/2016
Fisher,Cornell Big Red,1/8/2017
Harvard Crimson,Cornell Big Red,1/27/2017
Dartmouth Big Green,Cornell Big Red,1/28/2017
Yale Bulldogs,Cornell Big Red,2/4/2017
Princeton Tigers,Cornell Big Red,2/10/2017
Penn Quakers,Cornell Big Red,2/12/2017
Dartmouth Big Green,Cornell Big Red,2/17/2017
Harvard Crimson,Cornell Big Red,2/18/2017
Penn Quakers,Cornell Big Red,2/24/2017
Princeton Tigers,Cornell Big Red,2/25/2017
Yale Bulldogs,Cornell Big Red,3/3/2017
Truman,Creighton Bluejays,1/14/2017
Fairfield Stags,Dartmouth Big Green,11/15/2016
Marist Red Foxes,Dartmouth Big Green,11/26/2016
Longwood Lancers,Dartmouth Big Green,11/28/2016
Vermont Catamounts,Dartmouth Big Green,12/7/2016
Maine Black Bears,Dartmouth Big Green,12/10/2016
Hartford Hawks,Dartmouth Big Green,12/13/2016
LIU Brooklyn Blackbirds,Dartmouth Big Green,12/18/2016
New Hampshire Wildcats,Dartmouth Big Green,12/31/2016
Harvard Crimson,Dartmouth Big Green,1/7/2017
Harvard Crimson,Dartmouth Big Green,1/21/2017
Princeton Tigers,Dartmouth Big Green,2/3/2017
Penn Quakers,Dartmouth Big Green,2/4/2017
Yale Bulldogs,Dartmouth Big Green,2/10/2017
Yale Bulldogs,Dartmouth Big Green,2/25/2017
Penn Quakers,Dartmouth Big Green,3/3/2017
Princeton Tigers,Dartmouth Big Green,3/4/2017
Mercer Bears,Davidson Wildcats,11/29/2016
Jacksonville Dolphins,Davidson Wildcats,12/21/2016
Hartford Hawks,Davidson Wildcats,12/28/2016
Richmond Spiders,Davidson Wildcats,12/31/2016
George Washington Colonials,Davidson Wildcats,1/5/2017
Saint Louis Billikens,Davidson Wildcats,1/8/2017
Fordham Rams,Davidson Wildcats,1/11/2017
VCU Rams,Davidson Wildcats,1/14/2017
La Salle Explorers,Davidson Wildcats,1/19/2017
Duquesne Dukes,Davidson Wildcats,1/24/2017
Fordham Rams,Davidson Wildcats,1/28/2017
Saint Joseph's Hawks,Davidson Wildcats,1/31/2017
Rhode Island Rams,Davidson Wildcats,2/3/2017
George Mason Patriots,Davidson Wildcats,2/8/2017
VCU Rams,Davidson Wildcats,2/11/2017
George Washington Colonials,Davidson Wildcats,2/15/2017
Massachusetts Minutemen,Davidson Wildcats,2/18/2017
Richmond Spiders,Davidson Wildcats,2/21/2017
Dayton Flyers,Davidson Wildcats,2/24/2017
St. Bonaventure Bonnies,Davidson Wildcats,2/28/2017
Rhode Island Rams,Davidson Wildcats,3/4/2017
La Salle Explorers,Davidson Wildcats,3/9/2017
Dayton Flyers,Davidson Wildcats,3/10/2017
Rhode Island Rams,Davidson Wildcats,3/11/2017
Portland Pilots,Dayton Flyers,11/25/2016
New Mexico Lobos,Dayton Flyers,11/27/2016
Winthrop Eagles,Dayton Flyers,12/3/2016
St. Joseph's (IN),Dayton Flyers,12/6/2016
East Tennessee State Buccaneers,Dayton Flyers,12/10/2016
VMI Keydets,Dayton Flyers,12/23/2016
La Salle Explorers,Dayton Flyers,12/30/2016
St. Bonaventure Bonnies,Dayton Flyers,1/3/2017
Rhode Island Rams,Dayton Flyers,1/6/2017
Massachusetts Minutemen,Dayton Flyers,1/11/2017
Duquesne Dukes,Dayton Flyers,1/14/2017
Richmond Spiders,Dayton Flyers,1/19/2017
Saint Louis Billikens,Dayton Flyers,1/22/2017
VCU Rams,Dayton Flyers,1/27/2017
Fordham Rams,Dayton Flyers,1/31/2017
Duquesne Dukes,Dayton Flyers,2/4/2017
Saint Joseph's Hawks,Dayton Flyers,2/7/2017
Rhode Island Rams,Dayton Flyers,2/10/2017
Saint Louis Billikens,Dayton Flyers,2/14/2017
St. Bonaventure Bonnies,Dayton Flyers,2/18/2017
George Mason Patriots,Dayton Flyers,2/21/2017
VCU Rams,Dayton Flyers,3/1/2017
George Washington Colonials,Dayton Flyers,3/4/2017
Goldey-Beacom,Delaware Fightin' Blue Hens,11/11/2016
La Salle Explorers,Delaware Fightin' Blue Hens,11/15/2016
Miami (OH) RedHawks,Delaware Fightin' Blue Hens,11/18/2016
Northern Kentucky Norse,Delaware Fightin' Blue Hens,11/19/2016
Bryn Athyn,Delaware Fightin' Blue Hens,11/27/2016
Delaware State Hornets,Delaware Fightin' Blue Hens,12/2/2016
Yale Bulldogs,Delaware Fightin' Blue Hens,12/11/2016
Marist Red Foxes,Delaware Fightin' Blue Hens,12/20/2016
Iona Gaels,Delaware Fightin' Blue Hens,12/28/2016
Hofstra Pride,Delaware Fightin' Blue Hens,12/31/2016
Northeastern Huskies,Delaware Fightin' Blue Hens,1/5/2017
UNCW Seahawks,Delaware Fightin' Blue Hens,1/7/2017
Towson Tigers,Delaware Fightin' Blue Hens,1/12/2017
Drexel Dragons,Delaware Fightin' Blue Hens,1/14/2017
Northeastern Huskies,Delaware Fightin' Blue Hens,1/19/2017
Towson Tigers,Delaware Fightin' Blue Hens,1/21/2017
William & Mary Tribe,Delaware Fightin' Blue Hens,1/26/2017
James Madison Dukes,Delaware Fightin' Blue Hens,1/28/2017
Hofstra Pride,Delaware Fightin' Blue Hens,2/2/2017
UNCW Seahawks,Delaware Fightin' Blue Hens,2/4/2017
Elon Phoenix,Delaware Fightin' Blue Hens,2/9/2017
James Madison Dukes,Delaware Fightin' Blue Hens,2/11/2017
Drexel Dragons,Delaware Fightin' Blue Hens,2/16/2017
William & Mary Tribe,Delaware Fightin' Blue Hens,2/18/2017
Elon Phoenix,Delaware Fightin' Blue Hens,2/25/2017
Hofstra Pride,Delaware Fightin' Blue Hens,3/3/2017
UNCW Seahawks,Delaware Fightin' Blue Hens,3/4/2017
Clarks Summit,Delaware State Hornets,11/11/2016
Texas Southern Tigers,Delaware State Hornets,11/13/2016
UMBC Retrievers,Delaware State Hornets,11/16/2016
Louisiana Ragin' Cajuns,Delaware State Hornets,11/21/2016
Montana State Bobcats,Delaware State Hornets,11/26/2016
Keystone,Delaware State Hornets,12/10/2016
Hawaii Rainbow Warriors,Delaware State Hornets,12/29/2016
North Carolina A&T Aggies,Delaware State Hornets,1/7/2017
North Carolina Central Eagles,Delaware State Hornets,1/10/2017
Hampton Pirates,Delaware State Hornets,1/14/2017
Norfolk State Spartans,Delaware State Hornets,1/16/2017
South Carolina State Bulldogs,Delaware State Hornets,1/21/2017
Savannah State Tigers,Delaware State Hornets,1/23/2017
Florida A&M Rattlers,Delaware State Hornets,1/28/2017
North Carolina Central Eagles,Delaware State Hornets,1/30/2017
North Carolina A&T Aggies,Delaware State Hornets,2/1/2017
Florida A&M Rattlers,Delaware State Hornets,2/6/2017
Morgan State Bears,Delaware State Hornets,2/11/2017
Morgan State Bears,Delaware State Hornets,2/20/2017
Maryland Eastern Shore Hawks,Delaware State Hornets,2/25/2017
Howard Bison,Delaware State Hornets,3/2/2017
Jacksonville Dolphins,Denver Pioneers,11/12/2016
San Jose State Spartans,Denver Pioneers,11/17/2016
Utah Valley Wolverines,Denver Pioneers,11/23/2016
Eastern Washington Eagles,Denver Pioneers,11/26/2016
Sacramento State Hornets,Denver Pioneers,11/27/2016
Wyoming Cowboys,Denver Pioneers,11/30/2016
Weber State Wildcats,Denver Pioneers,12/3/2016
South Alabama Jaguars,Denver Pioneers,12/13/2016
Northern Colorado Bears,Denver Pioneers,12/17/2016
UC Riverside Highlanders,Denver Pioneers,12/22/2016
Oral Roberts Golden Eagles,Denver Pioneers,12/28/2016
South Dakota Coyotes,Denver Pioneers,1/4/2017
Fort Wayne Mastodons,Denver Pioneers,1/7/2017
Western Illinois Leathernecks,Denver Pioneers,1/11/2017
North Dakota State Bison,Denver Pioneers,1/14/2017
Omaha Mavericks,Denver Pioneers,1/18/2017
IUPUI Jaguars,Denver Pioneers,1/21/2017
South Dakota State Jackrabbits,Denver Pioneers,1/25/2017
South Dakota Coyotes,Denver Pioneers,1/28/2017
Oral Roberts Golden Eagles,Denver Pioneers,1/31/2017
Fort Wayne Mastodons,Denver Pioneers,2/4/2017
North Dakota State Bison,Denver Pioneers,2/11/2017
Western Illinois Leathernecks,Denver Pioneers,2/14/2017
IUPUI Jaguars,Denver Pioneers,2/19/2017
Omaha Mavericks,Denver Pioneers,2/22/2017
South Dakota State Jackrabbits,Denver Pioneers,2/25/2017
South Dakota State Jackrabbits,Denver Pioneers,3/5/2017
Adrian,Detroit Titans,11/11/2016
East Tennessee State Buccaneers,Detroit Titans,11/14/2016
New Hampshire Wildcats,Detroit Titans,11/23/2016
Manhattan Jaspers,Detroit Titans,11/26/2016
Eastern Michigan Eagles,Detroit Titans,11/30/2016
Murray State Racers,Detroit Titans,12/3/2016
Toledo Rockets,Detroit Titans,12/7/2016
Fort Wayne Mastodons,Detroit Titans,12/22/2016
Northern Kentucky Norse,Detroit Titans,12/29/2016
Wright State Raiders,Detroit Titans,12/31/2016
